City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kattivakkam,13.2167,80.3167,23.05,72,94,3.17,IN,1707700965
365,vaskelovo,60.3693,30.3534,-8.56,97,100,2.96,RU,1707700966
366,crete,35.1558,24.895,11.34,78,100,5.6,GR,1707700966
367,fale old settlement,-9.3852,-171.2468,28.57,80,100,7.1,TK,1707700966
368,pontianak,-0.0333,109.3333,25.99,94,75,2.57,ID,1707700966
369,tofol,5.3248,163.0078,29.88,70,100,7.72,FM,1707700967
370,santa cruz,-17.8,-63.1667,25.7,100,75,4.63,BO,1707700967
371,santyoku,37.4406,129.1708,4.45,46,0,3.14,KR,1707700967
372,suwayr,30.1171,40.3893,7.52,71,9,1.65,SA,1707700967
373,haparanda,65.8355,24.1368,-27.97,100,65,1.86,SE,1707700748
374,aykhal,66.0,111.5,-33.12,98,100,3.83,RU,1707700968
375,sen monorom,12.45,107.2,18.67,69,95,5.2,KH,1707700968
376,tralee,52.2704,-9.7026,7.78,62,9,7.93,IE,1707700968
377,sitka,57.0531,-135.33,3.94,75,75,3.09,US,1707700969
378,bilara,26.1792,73.7056,13.11,28,100,4.03,IN,1707700969
379,traverse city,44.7631,-85.6206,-1.89,74,0,1.54,US,1707700672
380,northam,51.0333,-4.2167,6.48,90,14,4.3,GB,1707700969
381,kovalam,8.3667,76.9967,26.05,83,40,0.0,IN,1707700970
382,gizo,-8.103,156.8419,28.24,76,97,5.46,SB,1707700970
383,amursk,50.2261,136.8994,-11.12,89,100,6.46,RU,1707700970
384,buurhakaba,2.8026,44.0781,24.06,76,97,4.12,SO,1707700971
385,jega,12.2175,4.3792,24.44,14,41,4.0,NG,1707700971
386,odda,60.0691,6.5457,-1.78,87,100,5.53,NO,1707700971
387,krasnoarmeyskoye,52.7182,50.0322,-20.2,93,90,2.71,RU,1707700971
388,jiazi,22.8779,116.067,15.72,64,26,8.32,CN,1707700972
389,porto novo,6.4965,2.6036,28.9,87,5,3.73,BJ,1707700972
390,recreo,-29.2818,-65.061,32.14,48,16,5.74,AR,1707700972
391,sydney,-33.8679,151.2073,29.63,58,20,3.6,AU,1707700210
392,benalla,-36.55,145.9833,29.61,31,0,4.17,AU,1707700973
393,saint-francois,46.4154,3.9054,5.92,83,100,2.06,FR,1707700973
394,flin flon,54.7682,-101.865,-8.25,99,93,1.02,CA,1707700973
395,roma,43.2128,-75.4557,1.64,79,99,0.89,US,1707700827
396,prince rupert,54.3161,-130.3201,5.83,81,0,4.63,CA,1707700965
397,hammerfest,70.6634,23.6821,-1.75,93,100,3.09,NO,1707700974
398,eilat,29.5581,34.9482,13.91,51,35,1.54,IL,1707700974
399,kigoma,-4.8769,29.6267,24.37,73,45,1.8,TZ,1707700974
400,kiunga,-6.1219,141.2906,31.96,60,99,0.85,PG,1707700975
401,patong,7.8961,98.2966,27.08,75,38,7.69,TH,1707700975
402,greenville,35.6127,-77.3663,18.09,95,100,0.0,US,1707700863
403,lycksele,64.5954,18.6735,-33.07,75,100,1.54,SE,1707700976
404,siluko,6.5386,5.1609,25.35,95,5,1.07,NG,1707700976
405,banamba,13.55,-7.45,22.94,11,0,3.41,ML,1707700976
406,formosa do rio preto,-11.0483,-45.1931,21.14,95,100,0.85,BR,1707700977
407,aldama,22.9167,-98.0667,26.39,54,73,4.63,MX,1707700977
408,extrema,-22.8547,-46.3183,21.98,74,100,1.43,BR,1707700977
409,taoudenni,22.6783,-3.9836,23.25,24,0,3.81,ML,1707700977
410,stephenville,32.2207,-98.2023,5.07,89,100,4.63,US,1707700978
411,pasuquin,18.3328,120.6177,25.97,57,20,3.6,PH,1707700978
412,mahina,-17.5065,-149.489,26.87,94,75,12.86,PF,1707700978
413,scorteni,45.1,25.85,9.43,76,100,1.21,RO,1707700978
414,yanchep,-31.55,115.6833,27.79,62,0,5.19,AU,1707700979
415,balcarce,-37.8462,-58.2552,24.9,88,77,0.89,AR,1707700979
416,tromso,69.6496,18.957,-6.99,93,40,1.03,NO,1707700979
417,kinkala,-4.3614,14.7644,22.74,91,100,0.65,CG,1707700980
418,shimanovsk,52.0,127.7,-7.91,82,100,5.53,RU,1707700980
419,puruaran,19.1,-101.5333,20.62,42,9,1.61,MX,1707700980
420,batticaloa,7.7102,81.6924,23.86,86,30,2.09,LK,1707700742
421,pak phanang,8.3511,100.202,25.01,75,81,6.94,TH,1707700981
422,ceeldheer,3.8488,47.1806,25.13,81,100,3.93,SO,1707700981
423,armidale,-30.5167,151.65,24.38,50,42,2.88,AU,1707700981
424,lionel town,17.8101,-77.2406,26.94,79,0,4.88,JM,1707700982
425,wotho,10.1657,166.0102,26.28,78,100,10.81,MH,1707700982
426,bestobe,52.4994,73.0975,-16.82,89,7,6.48,KZ,1707700982
427,karratha,-20.7377,116.8463,33.35,39,0,2.86,AU,1707700982
428,kizel,59.0471,57.6477,-22.94,100,100,1.98,RU,1707700983
429,fada,9.5667,8.3,22.19,25,4,2.12,NG,1707700983
430,sultanah,24.4926,39.5857,15.25,31,0,3.09,SA,1707700983
431,cape coast,5.1053,-1.2466,26.7,92,100,2.35,GH,1707700984
432,paramonga,-10.6667,-77.8333,25.1,80,100,3.32,PE,1707700984
433,revda,56.801,59.9303,-16.92,95,100,4.47,RU,1707700985
434,pilibangan,29.45,74.0833,9.94,35,95,2.07,IN,1707700985
435,bodaybo,57.8506,114.1933,-10.19,87,100,4.52,RU,1707700985
436,santa terezinha,-29.9002,-50.0904,24.79,91,77,4.12,BR,1707700985
437,prado,-17.3411,-39.2208,25.12,89,13,2.14,BR,1707700986
438,celso ramos,-27.6344,-51.3364,21.36,81,6,1.5,BR,1707700986
439,ishigaki,24.3448,124.1572,18.07,52,75,4.63,JP,1707700987
440,nova vicosa,-17.8919,-39.3719,25.37,88,23,2.42,BR,1707700987
441,sandnessjoen,66.0217,12.6316,-8.71,65,22,11.11,NO,1707700987
442,barra de santo antonio,-9.4047,-35.5072,26.6,82,82,3.81,BR,1707700988
443,tangalle,6.024,80.7911,21.85,85,5,1.21,LK,1707700988
444,bei'an,24.5399,109.533,13.9,56,0,1.09,CN,1707700988
445,ifrane,33.3333,-5.25,6.77,91,9,3.93,MA,1707700988
446,zhalantun,48.0,122.7167,-9.73,81,100,1.3,CN,1707700989
447,cabinda,-5.55,12.2,25.08,88,100,1.54,AO,1707700989
448,nha trang,12.25,109.1833,26.0,81,43,4.53,VN,1707700989
449,moyynkum,44.2914,72.9469,-2.44,95,100,2.91,KZ,1707700990
450,peace river,56.2501,-117.286,-1.83,68,75,2.06,CA,1707700712
451,beykonak,36.3257,30.303,14.53,70,100,2.53,TR,1707700991
452,mojkovac,42.9604,19.5833,5.2,98,95,0.72,ME,1707700991
453,trincomalee,8.5711,81.2335,26.77,72,45,6.91,LK,1707700991
454,palangkaraya,-2.2,113.8333,23.38,99,100,0.74,ID,1707700991
455,tiszaalpar,46.8128,19.9984,9.99,90,86,2.41,HU,1707700992
456,chivilcoy,-34.8957,-60.0167,26.27,63,0,2.59,AR,1707700992
457,berezovo,63.9381,65.0419,-34.89,100,5,0.91,RU,1707700993
458,vesoul,47.5833,5.8333,7.45,92,100,4.51,FR,1707700993
459,las heras,-46.5419,-68.9359,12.96,27,17,10.14,AR,1707700993
460,harstad,68.799,16.5293,-2.69,92,45,1.61,NO,1707700994
461,kondoros,46.7667,20.8,9.43,77,88,3.79,HU,1707700994
462,o barco de valdeorras,42.4164,-6.9901,9.39,98,100,2.83,ES,1707700994
463,cill airne,52.05,-9.5167,4.38,81,15,3.77,IE,1707700994
464,olyokminsk,60.3736,120.4264,-27.67,97,79,1.66,RU,1707700995
465,owando,-0.4819,15.8999,24.72,70,90,0.99,CG,1707700995
466,sa pa,22.3402,103.8441,8.73,75,17,0.5,VN,1707700995
467,xining,36.6167,101.7667,-6.17,56,2,1.28,CN,1707700995
468,sao joao da barra,-21.6403,-41.0511,24.09,91,0,2.92,BR,1707700996
469,ljungby,56.8332,13.9408,0.34,97,100,5.65,SE,1707700996
470,hajin,34.6927,40.827,13.91,57,98,2.05,SY,1707700996
471,katima mulilo,-17.5,24.2667,22.96,73,100,1.78,,1707700996
472,ridgecrest,35.6225,-117.6709,11.92,36,0,3.6,US,1707700997
473,guerrero negro,27.9769,-114.0611,18.19,36,0,4.65,MX,1707700997
474,ixtapa,20.7,-105.2,23.57,64,75,3.6,MX,1707700998
475,george town,5.4112,100.3354,26.96,65,20,4.63,MY,1707700480
476,zhob,31.3411,69.4481,8.54,35,100,0.5,PK,1707700998
477,bolvadin,38.7111,31.0486,7.59,78,100,2.81,TR,1707700998
478,allen,41.0706,-85.0144,2.32,78,20,0.0,US,1707700999
479,sabang,5.8933,95.3214,27.89,76,4,11.81,ID,1707700999
480,homer,59.6425,-151.5483,1.54,89,100,5.36,US,1707700999
481,jacobina,-11.1806,-40.5183,21.6,97,100,2.38,BR,1707701000
482,kegeyli shahar,42.7767,59.6078,1.05,67,100,5.71,UZ,1707701000
483,maralal,1.0968,36.698,16.73,70,100,2.17,KE,1707701000
484,navoiy,40.0844,65.3792,1.71,93,2,3.09,UZ,1707701000
485,barsovo,61.1667,73.1667,-26.93,95,91,3.94,RU,1707701001
486,littleport,52.4578,0.306,4.2,58,40,2.57,GB,1707701001
487,steinbach,50.1667,8.5667,8.43,90,100,4.63,DE,1707701001
488,inhapim,-19.5492,-42.12,21.33,93,6,1.36,BR,1707701002
489,marondera,-18.1853,31.5519,15.13,89,95,4.88,ZW,1707701002
490,loango,-4.6719,11.8312,26.87,80,100,0.47,CG,1707701002
491,hami,42.8,93.45,-2.32,51,3,3.14,CN,1707701002
492,taourirt,34.4073,-2.8973,15.63,80,9,7.8,MA,1707701003
493,vytegra,61.0064,36.4481,-14.24,88,100,1.79,RU,1707701003
494,mhangura,-16.8939,30.1683,17.41,87,100,1.75,ZW,1707701003
495,bowie,33.4501,-94.4335,9.05,96,100,3.97,US,1707701003
496,kikwit,-5.041,18.8162,21.59,96,11,0.98,CD,1707701004
497,aketi,2.7388,23.7833,25.81,55,75,1.01,CD,1707701004
498,touros,-5.1989,-35.4608,27.26,80,25,5.87,BR,1707700766
499,salekhard,66.53,66.6019,-29.92,88,10,2.84,RU,1707701004
500,progreso,21.2833,-89.6667,29.5,81,0,3.67,MX,1707701005
501,linqiong,30.4159,103.4609,8.9,72,7,0.26,CN,1707701005
502,kidal,18.4411,1.4078,22.9,9,0,2.66,ML,1707701005
503,portland,45.5234,-122.6762,12.33,74,100,2.68,US,1707700582
504,zhangjiakou,40.81,114.8794,-5.05,75,3,0.64,CN,1707701006
505,cruzeiro do sul,-29.5128,-51.9853,28.06,87,83,0.47,BR,1707701006
506,duong dong,10.2167,103.9667,26.0,78,20,6.17,VN,1707701007
507,singkil,-7.9855,111.4161,27.3,75,100,1.7,ID,1707701007
508,kottingbrunn,47.953,16.2414,10.12,68,100,4.57,AT,1707701007
509,dul'durga,50.6761,113.5931,-6.0,77,100,2.09,RU,1707701008
510,yasnyy,51.0333,59.8742,-20.55,90,15,3.17,RU,1707701008
511,acajutla,13.5928,-89.8275,25.46,73,6,2.19,SV,1707700988
512,magdagachi,53.45,125.8,-11.01,94,100,3.04,RU,1707701008
513,arraial do cabo,-22.9661,-42.0278,25.7,85,89,11.07,BR,1707701009
514,borogontsy,62.6683,131.1683,-30.11,89,93,3.17,RU,1707701009
515,naze,28.3667,129.4833,14.51,55,1,4.71,JP,1707701009
516,baoqing,46.3317,132.2111,-7.35,85,80,4.29,CN,1707701010
517,cadillac,44.2519,-85.4012,-2.34,74,75,3.09,US,1707700782
518,santa margherita ligure,44.3346,9.212,12.54,82,1,0.89,IT,1707701010
519,langzhong,31.5504,105.9938,10.4,62,7,1.92,CN,1707701010
520,palmas,-10.2128,-48.3603,22.93,94,75,2.57,BR,1707701011
521,kamina,-8.7386,24.9906,18.28,95,100,0.41,CD,1707701011
522,prince george,53.9166,-122.753,0.69,90,100,0.0,CA,1707700816
523,myrina,39.8797,25.0742,15.58,72,20,10.29,GR,1707701011
524,putnok,48.3,20.4333,8.7,97,100,2.03,HU,1707701012
525,moama,-36.1167,144.7833,35.55,30,0,4.72,AU,1707701012
526,nyala,12.05,24.8833,20.09,14,10,4.72,SD,1707701012
527,tres palos,18.1833,-101.6167,21.29,81,0,1.81,MX,1707701013
528,morondava,-20.2833,44.2833,26.96,85,100,2.24,MG,1707701013
529,lamballe,48.4676,-2.5144,7.26,93,100,2.92,FR,1707701013
530,nuuk,64.1835,-51.7216,-13.66,72,40,7.2,GL,1707701014
531,sodra sandby,56.5667,16.6167,1.61,96,100,6.39,SE,1707701014
532,walvis bay,-22.9575,14.5053,18.53,77,90,0.51,,1707701014
533,victoria point,-27.5833,153.3,28.84,67,84,2.68,AU,1707701014
534,recani,31.2846,-4.2688,15.16,40,2,0.89,MA,1707701015
535,paradip garh,20.3167,86.6167,19.36,62,43,1.43,IN,1707701015
536,rundu,-17.9333,19.7667,20.9,80,25,0.82,,1707701015
537,macon,39.8667,-88.9668,4.37,70,0,3.6,US,1707701015
538,tokar,18.4254,37.729,21.74,65,37,3.65,SD,1707701016
539,dera bugti,29.0307,69.151,14.15,21,100,1.03,PK,1707701016
540,harper,4.375,-7.7169,27.0,89,10,3.25,LR,1707701016
541,macau,22.2006,113.5461,18.89,55,0,4.12,MO,1707701017
542,dzuunharaa,48.8523,106.4579,-5.25,78,100,3.43,MN,1707701017
543,vel'sk,61.0701,42.0983,-15.96,97,100,0.89,RU,1707701017
544,pingzhuang,42.0372,119.2889,-1.43,40,0,3.46,CN,1707701017
545,bela,25.9333,81.9833,10.89,62,0,1.65,IN,1707701018
546,fukuecho,32.6881,128.8419,10.2,53,20,3.6,JP,1707701018
547,akureyri,65.6835,-18.0878,-0.04,93,100,4.12,IS,1707701018
548,brak,27.5496,14.2714,18.32,28,16,3.54,LY,1707701019
549,suez,29.9737,32.5263,15.41,58,100,3.32,EG,1707701019
550,nema,57.5067,50.5011,-20.2,99,100,2.46,RU,1707701019
551,zaragoza,41.6561,-0.8773,11.12,71,40,1.54,ES,1707701019
552,port blair,11.6667,92.75,27.53,73,18,5.95,IN,1707701020
553,crane,31.3974,-102.3501,5.39,67,100,7.72,US,1707701020
554,horta,38.5333,-28.6333,17.23,88,0,12.96,PT,1707701020
555,boyolangu,-8.1181,111.8935,27.55,81,16,0.59,ID,1707701021
556,chinde,26.8418,88.0763,8.44,45,0,2.12,NP,1707701021
557,da nang,16.0678,108.2208,19.99,83,75,1.54,VN,1707701021
558,uyuni,-20.4597,-66.825,14.45,56,100,5.27,BO,1707701021
559,santa cruz del sur,20.7147,-77.9956,23.59,71,0,2.37,CU,1707701022
560,kittila,67.6647,24.8936,-25.92,76,20,1.03,FI,1707701022
561,nemuro,43.3236,145.575,-3.62,69,20,5.15,JP,1707701022
562,laguna,38.421,-121.4238,15.16,53,0,1.54,US,1707701022
563,kotlas,61.2611,46.6556,-17.19,99,100,2.24,RU,1707701023
564,wanning,18.8003,110.3967,19.01,75,100,2.67,CN,1707701023
565,vila do maio,15.1333,-23.2167,22.44,79,2,4.73,CV,1707701023
566,cidreira,-30.1811,-50.2056,24.28,93,81,3.91,BR,1707701024
567,tanumah,27.1,44.1333,12.25,69,99,4.07,SA,1707701024
